log2FC	FDR
-5.906890596	-7.012338987
0.190477241	1.830760798
0.286621226	0.007249063
0.464790534	1.006391592
0.304422986	3.144979924
1.464353817	2.143603154
0.304334035	1.552704947
-0.288345494	0.32049552
0.310340121	-0.259867439
1.201633861	-1.136148664
0.527247003	-0.292769847
-0.364632546	2.987608729
0.283072159	0.657551227
-0.790207615	4.506969772
-0.881967983	2.676711051
0.408639728	4.187997559
1.025535092	-0.323733722
1.255257055	-1.062031352
0.392317423	-1.447697478
-0.65941245	3.427317022
-1.010792541	7.42652312
-2.772713837	3.887158971
-0.019540186	2.732236118
0.404841732	2.293274297
0.341036918	-2.566447135
-3.087462841	-3.100124769
-4.906890596	-7.512338987
-5.321928095	-7.304820237
-1.049738497	3.596975049
0.41373484	1.676753396
-2	-5.64385619
0.378511623	3.712817768
-0.499926397	0.235463629
-2.867896464	1.812459855
-1.012962307	1.97636713
-1.05246742	-1.362734978
0.275100128	7.124074772
0.710493383	-1.244215379
-0.515301623	2.828113742
-0.395267117	2.000860595
-0.713546707	1.595560213
4.321928095	-7.804820237
-0.536126309	4.613601465
0.547487795	-1.669672574
1.01282404	-0.330089248
7.321928095	-6.304820237
-0.20449499	5.34599273
0.263034406	-4.190410892
0.51053766	1.095228417
-0.069262662	0.321512479
-0.31608064	2.311845656
-0.121015401	-0.261420394
-0.125049133	3.704070595
-0.072674879	3.159010159
-0.249752885	2.665895595
-0.15417093	0.488511711
0.033015057	2.127538841
4.906890596	-7.512338987
0.001670753	3.110195936
0.793660317	2.715869974
0.148875785	6.9082135
-0.079049461	4.745502632
0.614654186	3.710594815
-0.250882847	2.748371775
0.410464769	-0.134843057
-0.361057027	3.0719477
-0.363768829	2.185486651
0.263034406	-1.868482797
-0.11302003	5.214766244
-0.023349449	5.005801839
0.187527318	1.913431842
0.322764198	5.269906556
0.800230488	-0.385759951
0.060711414	3.833582743
1.015106892	1.433552865
0.317190176	-0.554523764
-0.197939378	-1.45742366
-0.33493896	1.688520217
-1.105908509	2.909098065
-1.075806294	2.913637686
-1.743091697	2.367241011
-2.183221824	-0.967282777
-1.095758983	-0.423551356
0.234465254	-2.439160722
-0.074000581	-2.358928386
0.23926624	1.470130367
-1.415037499	-2.766412439
-0.310340121	1.477098155
0.055014102	1.528309104
-0.64689025	3.512478949
4.321928095	-7.804820237
5.321928095	-7.304820237
-1.176877762	-0.531855353
-1.632268215	-0.920831486
5.64385619	-7.14385619
-1.882643049	-1.702534665
-2.418952549	0.089182041
5.64385619	-7.14385619
7.321928095	-6.304820237
-0.137503524	1.068751762
-1.324920205	2.193529595
1.042644337	0.521322169
-0.401713183	4.388307645
-2.543506737	4.460787193
-3.321928095	-8.304820237
4.906890596	-7.512338987
-4.321928095	-7.804820237
4.906890596	-7.512338987
-6.64385619	-6.64385619
-5.906890596	-7.012338987
-1.024882614	4.468497959
-0.943649146	1.782164693
1.632268215	-2.505793987
-2.754887502	-3.266412439
-2.440572591	-2.616214972
0.207261153	1.935507818
0.682688533	1.304818391
1.204358499	-1.518114984
-4.321928095	-7.804820237
-0.386248119	5.324466598
-0.275552446	3.073235971
0.193586478	2.034137631
0.210306947	2.559329367
0.860393933	0.472841304
-0.757429697	0.712138582
1.025512759	12.35953565
0.98008496	11.94553924
-2.169925001	-4.558893689
-2.708020897	0.899978818
-2.860596943	-0.965630205
0.438121112	-1.470599323
-2.321928095	-4.482892142
-1.584962501	-2.681449938
0.423960873	2.988084425
-5.64385619	-7.14385619
-0.198545679	-0.613846013
-2.137503524	-3.253176333
-0.827965202	3.889067484
-0.198150308	4.368856392
-0.807354922	-4.240178729
-2	-0.888968688
-1.564784619	-1.27650138
-1.303814256	4.098163358
-1.490730859	4.186317628
4.906890596	-7.512338987
-0.736965594	-3.105448391
-0.530514717	-3.20867383
4.906890596	-7.512338987
-1.494764692	-2.437042225
-0.535746411	3.551794978
0.496675968	-0.205693647
1	-1.821928095
-0.458347293	2.504180694
-0.632543565	1.073295029
-0.605721061	-1.817433703
-0.149377624	-0.787807664
-0.043439261	1.217067229
1.268488836	-1.550180153
-4.321928095	-7.804820237
1.665774546	0.528881086
0.426647416	2.608386507
0.124545098	0.349153697
1.378511623	-1.632672283
-0.415037499	-1.681449938
-0.526260545	1.326633215
0.152003093	-3.397929642
0.295455884	-2.036696629
0.947865978	4.154257346
0.161062433	3.232714635
0.022367813	-0.632672283
-2.135315965	1.652620483
-2.284059909	2.090630802
0.550197083	0.023559774
-0.115196237	4.624413272
-0.035850909	3.972121765
-0.398549376	0.336778212
1.215012891	-0.228994822
0.811065241	3.94779067
2.089637212	-0.313635365
1.091492272	7.27366659
-1.502500341	-3.307643519
-1.321928095	-3.397929642
0.152003093	-3.397929642
1	-4.558893689
-2.127111918	-1.332372717
-1.296758543	2.821506705
-1.283908488	1.798997954
-7.22881869	-6.351374939
0.584962501	-5.351374939
-0.628744193	2.150296171
-0.426512039	2.238284814
-0.22243284	5.783358853
0.115064606	3.070100977
-0.747489278	2.96110963
0.03284888	3.060818559
0.18509388	2.200234809
-0.134200271	1.736126901
-0.522678222	-0.232769959
-0.21725827	3.601764057
-1.33610703	1.364047328
-0.679258625	6.586607372
-0.706667856	6.001224019
0.868440296	3.143510784
1.1740294	-0.771439271
-0.40053793	-0.214768534
0.321928095	-0.67553722
7.022367813	-6.454600378
0.022026306	1.389524776
-0.035779124	4.899064717
4.906890596	-7.512338987
-1.807354922	-3.740178729
-0.850312123	4.353052515
1.25276607	0.537115697
0.097675931	2.098468733
-0.953598444	3.923055452
0.736965594	0.353983227
0.236042544	5.158475393
1.683072586	0.6895332
-2.047652976	0.446059488
-0.434402824	-0.217201412
0.847996907	0.102070358
0.13844677	0.544308268
0.450984196	1.349820233
0.006049045	3.253986096
-0.476284688	2.793958499
-0.135776779	2.256922214
-0.146548663	1.742301097
-0.357010554	1.5570169
0.057110637	2.102375552
-1.991345535	4.64413821
-0.50750995	5.638150213
-0.42322734	4.15365893
-0.700439718	-1.70867383
-0.776446031	3.897918857
-0.463981913	3.604943055
-6.64385619	-6.64385619
0.152003093	0.602070358
-0.250311554	3.560784371
-0.328836464	3.293701249
0.635588574	0.481293019
0.605721061	-1.817433703
1	-5.14385619
0.188445089	2.46159361
-0.030022483	2.112622038
0.310953348	3.757173191
0.660513534	1.44795181
0.752689946	-0.077686658
-0.191828104	4.560582319
-1.807354922	-4.740178729
0.072043795	4.089133234
-0.282111199	3.293239019
0.275634443	0.326851046
0	-4.64385619
0.411314413	1.161713859
-0.980634675	1.660242339
0.423284567	4.537891984
0.449011932	3.854445375
0.515008967	4.569298201
-1.0106081	2.943596901
0.870793309	5.904631448
-0.152003093	1.245926548
-1	-4.558893689
0.355474174	4.855245329
-0.625422108	2.863611719
-0.646027652	1.580024444
-0.299144699	3.267267392
-0.025712077	3.336226108
-0.566077487	2.566960516
-0.429960945	2.682259953
-0.058893689	2.725440658
-0.011619083	2.897228728
0.859822342	-0.459057517
-1.591446534	1.946282944
0.358356241	3.74111518
0.398549376	-1.985149883
-6.906890596	-6.512338987
-1.227068909	-0.570890117
0.373288517	0.761956589
-0.091147888	-0.07472029
-0.722466024	3.767225372
-5.906890596	-7.012338987
1.754887502	0.233587561
-0.91753784	2.27023995
-0.035038602	3.807248552
-1.040730252	2.703057424
-0.889333881	2.689553999
-0.965393434	2.630003416
-0.731396314	2.879188902
-0.594330683	2.915403997
4.321928095	-7.804820237
0.59848364	1.12299118
0.201126083	5.26365918
8.022367813	-5.954600378
0.229867542	0.252437295
-0.730951465	5.594294423
-0.411923208	4.419308886
-0.459091272	4.497830303
-0.757429697	-0.872823919
0.351354209	1.898143129
1.159198595	-1.157366297
-1.652548397	1.301359081
-2.290834326	3.375005086
1.678071905	-3.482892142
1.072149786	-0.822379078
0.273501405	2.17939504
0.270789246	2.142590124
0.528549192	2.025559869
0.441412915	1.658999309
1.777607579	-2.947697478
0.7211647	4.670195122
-1.17954942	0.320957952
-0.611476414	2.958798224
-0.422728736	2.815435692
-1.169925001	2.169925001
-0.805904831	3.232801976
0.235888264	1.722015456
0.469754669	2.807767003
0.062730831	5.993220223
-1.151432746	2.914853758
0.354283468	0.133198387
-0.194836699	2.98494362
-0.505235308	0.562957775
0.117813566	4.684177272
-4.321928095	-7.804820237
-1.378511623	-3.632672283
-1.404390255	-1.854198221
-0.893084796	0.069472749
4.906890596	-7.512338987
0.347383676	1.107264476
6.129283017	-6.901142776
0.439860114	4.63406559
-1.459431619	-2.32917788
-4.906890596	-7.512338987
-0.807354922	2.678684509
-0.992305608	2.406885466
-0.537473575	1.07609171
0.38802045	4.960605387
-1.088773616	3.723897858
-0.878653271	3.085489293
-0.713331938	3.115821803
-0.652283224	2.992898204
-0.807354922	-4.240178729
-0.584962501	-5.351374939
-5.64385619	-7.14385619
-0.617977558	1.835057591
-0.834047544	3.030555425
-0.567559454	0.75886461
0.041820176	0.786444834
-1.413513579	3.272353965
-0.254225418	3.116251717
0.799321672	2.900462889
-0.097736802	1.146479197
-1.111710387	0.794642053
0	-4.64385619
-0.556393349	-0.278196674
1.321928095	-1.660964047
0.415897726	8.158067293
1.13492958	0.596033942
0.513386909	3.124589918
0.07645206	2.179004686
-0.836501268	-2.418250634
-0.534336428	-0.518706981
-0.543142325	0.34196049
-1.351472371	-1.110139009
-0.563900885	-0.838343791
2.151321529	5.015827515
-0.810729649	-0.307754028
0.166755592	4.716227626
-5.64385619	-7.14385619
-0.849110773	3.756547164
-0.173698165	2.657312013
0.20029865	0.010881987
-0.242914745	1.924684409
0.855610091	-1.823733722
0.75923187	3.829837431
-0.874469118	-3.62165913
0.302028537	-0.303017362
2.078002512	-1.434929932
0.108305009	3.791839266
-1.88678939	1.02745896
-0.440920134	4.80722481
0.717961971	9.004387239
-6.781359714	-6.575104428
6.321928095	-6.804820237
0.678071905	-3.982892142
0	-4.321928095
-0.667444643	5.074649882
0.345387068	1.459574682
0.006612823	2.710389403
0.341405469	1.213347072
0.224873411	1.843619947
0.321928095	-4.482892142
-0.91753784	-0.693234174
-0.159656666	-0.009439005
-1.612976877	-0.74990491
0.375871056	9.766798784
-2.662965013	-2.142448682
7.714245518	-6.108661526
-0.1753288	2.855319198
-0.145262947	1.311418333
-0.678071905	0.602070358
-1	-5.14385619
-0.395928676	-2.197964338
7.965784285	-5.982892142
0.59477838	6.240372788
0.694369293	5.542532245
-0.462343214	-0.920831486
0.169925001	-3.558893689
0.415037499	0.318550062
0.01213856	5.33662768
-0.534776744	-0.091065599
-0.455264857	3.085613423
-0.822001698	0.574499581
-0.338073328	4.665371178
-0.098017638	4.914927633
0.060541542	-0.484302402
-0.260235772	-0.087473549
3.321928095	-8.304820237
0.400608956	3.822063335
1.443606651	-0.278196674
-1.109624491	0.74384607
0.317190176	-0.554523764
-0.141355849	-0.485715424
10.02236781	-4.954600378
-0.023083613	-0.678118073
-0.102933522	1.688381342
-0.357295137	1.632823462
-0.518799821	3.291500754
0.584962501	-3.029446845
1.546791235	7.892544257
1.791900137	7.380732691
0.167351058	2.5716763
-1.038621294	0.886681713
-0.273018494	-1.922384442
-0.973837173	4.133081243
0.321928095	-4.482892142
1.089637212	0.771327136
0.625934282	0.008960954
1.181606806	0.304499218
-0.038889013	0.891288155
-0.448686038	5.298591542
-0.400410263	5.43554926
-0.018451987	3.644980385
-0.514573173	-3.579214681
0.467419611	3.998183356
-0.324726728	0.205007702
-0.370873383	3.615721965
-0.191406536	2.223336548
0.107488167	4.359714604
-0.047771449	3.482005205
0.628905848	0.270509577
0.071790683	0.006748996
0.747515514	0.498085892
-4.906890596	-7.512338987
1.584962501	-2.851374939
7.321928095	-6.304820237
-0.880418384	-0.744215379
1.137503524	-3.753176333
0.678071905	-2.982892142
-1	-4.14385619
-1.105709441	1.326851046
-0.607261168	2.986203881
-0.366127899	0.616023357
0.311851022	2.26361338
0.375509135	-1.246648257
-6.129283017	-6.901142776
0.556948125	0.335057591
1.137253208	5.280121511
7.491853096	-6.219857736
0.022943248	4.41814434
0.379790325	3.984830825
-6.491853096	-6.719857736
-12.44346161	-3.744053479
7.409390936	-6.261088817
1.222392421	-4.447697478
-1.652076697	-2.010462919
0.477897523	1.543459803
0.321928095	1.32446278
0.163661605	3.32823889
0.077249164	3.509812043
-0.030411313	3.011594403
-0.284795662	3.429278979
-0.941635837	1.653510216
0.138197294	2.572447382
-0.263034406	-0.489971174
-0.415978899	2.145333842
-0.788104443	2.350108874
-0.174703457	7.07524101
-0.20685157	3.366460191
-0.932255393	2.912383927
-0.614709844	1.470853654
-1.474538511	0.663268674
-0.274716211	1.172982015
1.930147489	5.712998161
2.288244969	2.008060935
-0.251248749	3.925747727
-1.139285729	3.585782567
-0.235628248	-0.571845755
-2.721099189	-0.283306595
0.019365325	1.575279838
-0.261045853	0.405529974
-1.807354922	-3.740178729
-4.906890596	-7.512338987
-3.611434712	-1.668213832
0.584962501	-5.351374939
-4.906890596	-7.512338987
-0.394478928	7.653634952
-0.406059903	3.21380979
-0.230553742	3.585162847
-0.686339521	0.142257067
-0.893084796	0.069472749
-0.636936776	2.38197133
0.002100784	7.637747508
-0.098403704	-0.185263402
-0.890122382	0.030023692
6.129283017	-6.901142776
-0.584962501	-2.766412439
-1.940827087	4.600352953
-0.076333692	3.150866979
-6.129283017	-6.901142776
1.064130337	-2.652359402
-0.327574658	0.192356481
-1.874469118	-4.12165913
1.222392421	0.459193117
0.435133299	4.549558428
0.397070953	0.212890769
0.429392792	-0.200341103
0.158064846	0.005031842
-1.001862744	3.453264938
-2	-0.434402824
-6.321928095	-6.804820237
-0.356336431	7.019638215
-0.395357096	5.99313382
-0.492547655	6.061336845
-0.551137623	2.763569582
-0.877494478	5.84609999
-0.308594094	4.847505196
0.199308808	0.532613811
-2.101715316	4.295744717
0.834525123	1.812325361
0.918863237	0.815575429
-0.29438376	1.950418917
-1.169485758	4.037601844
-1.118985465	4.106695757
1.095860015	0.937496819
-0.834466768	2.3008542
-1.711874613	0.655024613
-1.660096831	0.91411268
0.015575806	2.889452522
-1.353636955	-2.797112711
-0.176525413	4.328577036
-0.264222298	2.733807666
-0.276061086	1.693846698
-0.062931256	2.682230187
5.321928095	-7.304820237
-0.382524686	2.035246187
-0.548955572	3.410340951
-0.238736854	2.409202892
-1.443394171	3.526989541
0.297932614	3.105022959
-2.169925001	-1.236965594
-4.820178962	0.936158293
0.880304934	3.090917026
0.584962501	-1.891943321
0.001361675	3.405311522
-1.377457664	4.34865339
-0.463104158	2.914125376
1.736965594	-1.605448391
-3.070389328	-2.786733431
-0.235467938	3.227094528
0.025279408	2.998140135
-0.133624564	2.311699341
-6.321928095	-6.804820237
-2.932885804	-1.717981669
-1.453612015	5.64614609
-0.217417606	1.839892045
-0.396517411	1.754074861
-0.417584181	1.709594144
-0.277439555	2.072292416
-0.9510904	-2.261420394
-1.731951623	5.743720061
-0.065802058	3.202826031
0.055894458	3.175253928
0.708302455	6.639183477
-1.313157885	-0.942883128
-0.340490546	0.645330156
-0.296981738	0.218880197
-1.222392421	-3.447697478
-0.93128725	-0.75194781
0.842458723	-1.364645833
0.924051147	-0.896428398
-0.028233681	1.353254225
0.086479521	1.416191858
-1.033693615	2.92011453
-0.378511623	-1.132672283
-1.584962501	-3.851374939
0.344238257	1.795049479
-0.651051691	3.851594657
-0.263034406	-4.190410892
0.470319935	0.176266278
-0.91753784	-0.015162268
-1.2178949	4.343386116
-0.61721541	3.973090545
-1.103459976	4.451872249
-0.990084531	4.041010635
-0.250343684	2.775936401
-0.050737362	2.185643512
-0.214656773	3.010366656
-0.977351261	2.171248928
0.763633545	1.804049773
0.150242636	2.596172055
0.362570079	2.126143485
0.354478667	1.752551664
-0.554202181	6.284072275
1.94753258	-1.862734978
0.578716018	3.61560771
0.550451674	3.063911548
0.407308394	4.355837616
0.565597176	-1.717201412
-0.085554514	3.874654498
-0.345267221	2.392963565
-0.260651755	2.466609265
-0.310442625	2.33791361
5.64385619	-7.14385619
-0.724365557	4.56381664
-0.463283944	2.675248624
-0.313607498	2.802966406
-0.125969591	1.517160689
-0.75918764	3.708717416
-0.069918705	2.580927722
0.137924424	8.134728375
-0.932885804	-2.717981669
-1.004937923	3.631751978
-1.070389328	2.342549586
0.200077835	5.584499331
0.192497696	5.294350057
0.183697851	3.566933808
1.025464391	4.352691783
1.020177882	4.408297293
0.222392421	-3.947697478
-1.222392421	-2.447697478
-8.076815597	-5.927376486
-0.705140148	2.075036099
-0.884820338	1.456765462
0.330307761	1.207798218
-7.321928095	-6.304820237
0.210114092	2.928806406
0.391533562	2.590829581
-0.020800752	7.298666644
0.686500527	0.699394074
-0.236058034	5.985678423
1.373458396	-0.497695373
-9.204571144	-5.363498713
0.486144765	1.764123119
0.55721751	1.348998083
0.678071905	-1.982892142
-0.337034987	-0.642448682
0.961931959	2.007034791
0.622250929	3.037956682
-0.25414663	7.109610629
-0.277323671	6.126437452
-0.930626297	1.556166579
-1.047652976	0.946059488
-1.206450877	0.659808967
-4.321928095	-7.804820237
0.584962501	-5.351374939
-0.334419039	-0.953084714
0.871266686	3.471257253
0.293731203	0.042168223
-0.032836582	2.813431269
0.798366139	2.600816931
11.46658634	-4.232491116
-0.284881108	3.970259579
-0.00546476	2.400535342
0.034351505	2.748358994
0.695016046	2.061203838
0.888354644	0.939872485
0.222392421	-3.947697478
0.39267959	4.289730948
-2	-5.64385619
-0.831280761	1.995785865
-0.738751108	2.060909719
0.587772034	2.067882342
0.524182061	6.786123354
0.625443807	6.569921146
3.977279923	-2.655216228
0.04431835	2.550730494
0.416914787	2.734526205
-1.8703432	4.453706739
-0.081300102	1.090280819
0.478210729	5.809871861
-0.584962501	-4.351374939
0.039970666	4.230218323
0.085142276	3.914414787
0.827163403	-1.276078178
1.222392421	-3.447697478
0.304153393	0.122930351
-1.921997488	-0.434929932
-1.73039294	-1.319228101
1.222877279	2.698901481
-4.321928095	-7.804820237
-0.584962501	-3.351374939
-0.723482365	1.729112248
-7.22881869	-6.351374939
1.222392421	-4.447697478
7.321928095	-6.304820237
-0.2410081	-2.063920521
-0.199609026	0.732072728
-0.132450296	-0.877191324
-0.058125413	5.108440817
-0.074571607	5.281031038
-2.807354922	-4.240178729
1.471305719	-0.448771712
1.534336428	-1.018706981
-0.95491211	1.440930179
0.219313028	0.531889515
0.033166864	-0.201008003
-0.922832139	0.402522381
3.357552005	-2.965080187
0.436253985	2.236048901
4.906890596	-7.512338987
-4.906890596	-7.512338987
-0.415037499	-3.266412439
0	-4.64385619
-0.180988443	5.118179098
-0.169579148	5.756932007
-0.32365484	0.901675523
-1.197571249	1.605981126
-1.144558281	1.600848293
-1.522109591	4.798437018
-6.491853096	-6.719857736
-0.150756166	2.286390276
-0.312467766	1.769765536
-0.31415295	2.97878669
-0.179945804	1.528265754
1.152003093	-2.897929642
0.703018262	0.133917696
-1.03562391	0.517811955
0.874469118	-2.036696629
0.137176419	3.072190446
0.400259444	3.172822376
-1.888968688	-0.944484344
0.064997255	2.15019367
0.75273291	3.410229907
0.861076734	3.62431011
-0.584962501	-0.103447426
-0.372952098	2.77143855
-0.941324093	1.935330313
-0.72975661	3.632414103
-0.477350477	4.6473871
-0.603282684	2.947803999
-0.415037499	-1.851374939
-1.197590901	3.270088823
-0.925999419	-1.273965885
-0.742503778	1.749763512
0.424497829	0.401282739
0.485426827	-3.079214681
0.584962501	-5.351374939
1.610725597	-0.629040026
1.500478343	2.083662905
0.955710724	1.582192022
0.267222203	1.916019666
0.151647706	2.09730358
0.237700188	4.522117816
-0.646363045	-0.797112711
8.076815597	-5.927376486
0.584962501	0.777908078
0.465663572	-1.018706981
0.453717967	4.013455346
7.906890596	-6.012338987
0.037062094	1.44613722
-0.237039197	2.529945844
-0.986325063	0.577226796
-0.862264709	6.317194693
3.321928095	-8.304820237
-0.250406798	0.738735052
0.351780894	4.761453945
-0.043765592	2.305804568
0.186303551	2.089540522
-1.938599455	-0.282239039
0.465663572	-2.018706981
-1.578173335	0.294977597
-0.013939191	0.049613933
-0.272448436	2.747396598
-0.802354241	1.932246613
-0.742299038	1.067143332
-0.547418953	3.737070362
0.763142217	0.887462038
-0.641269942	1.742867971
-0.189033824	0.679479413
1.828519532	-0.871615429
-0.815575429	-0.592212286
-2.291411668	1.928114399
0.823122238	-2.531855353
1.886343218	-0.656290461
1.669851398	-0.764536371
-6.64385619	-6.64385619
0.534458664	1.757799462
-2.185214872	0.638575805
-1.399131108	1.473561879
-1.6856565	0.574011492
-1.153096605	4.063262675
-1.096861539	-0.925500419
-0.046293652	5.032135609
-0.002947284	2.291308107
-0.223583255	1.902563665
-0.536782772	2.522380652
-0.337928574	1.59657046
-1.36923381	-0.789314283
-1.115477217	-2.50115508
-3.302355352	2.146872839
-2.301569007	2.801549063
-0.893084796	-3.38995887
-2.80644269	3.579544118
-1.560454068	4.934842645
-0.454763778	2.205577518
-1	-6.14385619
-0.813539383	4.79564803
-0.846501293	4.611493303
-2.423835614	3.444578564
0.321928095	-2.897929642
-8.129283017	-5.901142776
-4.321928095	-7.804820237
0.158262084	-0.456200691
5.64385619	-7.14385619
-0.345387068	0.459574682
-0.309328058	0.619332296
1.290193401	4.278527911
-1.971985624	-1.95742366
-0.108252891	-0.322943204
0.321928095	-4.482892142
-8.366322214	-5.782623178
-0.478805911	4.20287708
1.218114597	1.557658146
0.942284502	0.499711403
-0.141661149	1.404254308
-0.103093493	-0.837421941
-0.134955624	5.695668146
-0.351129139	4.06016249
-0.33566312	3.932305111
-5.321928095	-7.304820237
6.64385619	-6.64385619
-0.721283972	-1.073760838
-0.73039294	-0.819228101
-1.021695071	-0.088614535
0.340660816	6.354015408
0.496304881	0.84270099
0.628031223	2.217053881
-1.35683371	2.23423301
-5.110845769	-0.918508304
-0.570033498	3.516141907
0.385301304	4.530361744
0.158697746	-1.138242562
1.099535674	-1.70177093
-0.435936393	3.164699056
-3.329841177	2.664920588
-1.415037499	-2.029446845
-0.117078052	2.336523773
0.045424143	2.593175002
0.120294234	0.939852883
0.343954401	-0.771439271
0.652076697	-3.510462919
-0.626799291	3.361286975
-0.666783833	2.3934393
-0.486324584	2.441656446
0.899147398	1.903749592
-1.245429957	2.713568409
0.765534746	-0.939160722
-2.230297619	-1.828267662
-1.071892918	0.990122352
-0.639019129	5.979148751
-0.619561162	3.937387419
-1.995308305	3.205547004
-1.912075328	3.380959752
-2.58337973	1.895761189
0.010174196	3.825776659
-0.354704234	2.410012874
4.906890596	-7.512338987
-0.107890723	2.454483291
-0.280607035	1.905838264
-0.470003958	1.862608817
-0.082777676	1.386217335
-0.567040593	-0.605448391
-0.555648883	4.718112262
-0.736965594	-1.690410892
-9.076815597	-5.427376486
-0.409255147	3.111518169
0.700439718	-0.486281409
-0.679800719	2.399947743
0.237691558	0.54107878
0.132556194	1.323288715
-0.46623858	1.023891328
0.044167583	0.970684639
3.321928095	-8.304820237
0.410606686	4.158568582
-3.426264755	-2.930723812
-1.02246734	1.66827738
0.074000581	-2.358928386
1.506959989	-0.057486181
0.435920782	7.076936006
0.661801482	2.523094906
1.050626073	3.212373725
-0.080772624	2.872263553
0.17342686	3.601466929
-0.184424571	-2.092212286
-0.610093216	5.536171766
-1.201915116	1.758001268
-0.214124805	1.107062403
7.845490051	-6.043039259
-0.415037499	-2.266412439
0.824523253	1.252221214
-0.624656778	3.129951646
-2.071266613	5.4898092
-7.781359714	-6.075104428
-0.746713571	0.612143645
0.152226058	2.769878741
-0.535804856	5.520000131
-1.88582898	-0.177379744
0.812914447	2.431486018
0.787591667	0.142257067
-0.233409237	1.152328528
-6.491853096	-6.719857736
0.361399536	0.634875661
0.745617464	0.784234978
1.259867127	-0.765995113
0.736965594	-2.690410892
-1.415037499	-4.351374939
1.712718048	-1.617572164
0.099535674	3.842623189
1.750021747	-1.309413698
0.90706969	2.878456933
0.653060017	2.326530009
0.552933647	2.601277427
-8.321928095	-5.804820237
2.15277028	-0.012882198
0.293731203	-1.542794278
-2.15767411	3.983802773
-1.823274477	1.954281576
-2.148596492	1.743325012
-2.238129638	5.500348192
-1.621350181	4.779687398
-2.16955645	4.205793626
-0.206328662	5.079527967
-0.427110332	0.464516739
-1.662965013	0.357551318
-1.404754526	0.517952692
-0.81627537	5.805598411
-0.667424661	3.203583737
-1.510660971	3.675623786
-1.542589557	3.559980489
-1.655322731	3.804025001
0.654864514	0.238164919
-4.906890596	-7.512338987
-1.116863758	1.236503784
-0.074000581	-2.358928386
-0.286881148	-0.856559426
-0.04580369	-1.666758035
1.070932307	2.874603538
0.807017568	3.014681164
1.087151949	3.577439426
1.056820638	3.076846944
2.321928095	-5.482892142
0.449802917	-1.061402726
0.423211431	1.834536066
-0.627522963	2.053609584
0.321928095	-4.482892142
2.649092838	-0.859878152
-0.995793889	3.278207044
5.321928095	-7.304820237
-5.321928095	-7.304820237
4.906890596	-7.512338987
0.561471312	4.379188902
-0.231576974	3.203251328
0.665542298	10.6196061
0.382719779	-0.148715552
0.628031223	0.12959104
0.450661409	-0.51163489
-1.291615228	3.660162907
-0.4101881	0.78040638
4.321928095	-7.804820237
-0.156119202	-1.436513572
-0.784130702	3.118896568
-0.018615678	-0.36776181
1.502500341	-1.722681018
-0.263034406	-1.190410892
0.971985624	-1.45742366
-0.280107919	-1.696447308
2.169925001	-3.558893689
-0.406493266	5.230046693
-0.465365053	4.139573122
1.523561956	-0.882075212
0.332575339	-1.722681018
2.256339753	-2.345761312
0.48589304	4.38699289
0.415037499	-4.851374939
-0.673093411	1.681375202
0.080114685	5.433404894
-0.274759006	5.438235374
-0.218214327	5.320508801
-0.210915376	5.54674196
1.245756414	-0.891694966
-0.282201817	3.159022816
-0.342105977	-0.323056082
-0.237747008	3.423384546
-0.265282846	3.035679693
-3.321928095	-8.304820237
0.5360529	-2.053901645
-1.132325609	1.587642532
-0.224662595	6.36405039
-0.86507042	-1.403966058
-0.334102809	2.405838264
-0.804743709	2.384224508
1.137503524	-3.753176333
0.115534332	4.337981162
6.64385619	-6.64385619
-10.09011242	-4.920728075
0.832890014	0.357551318
-1.025168228	2.784607303
-0.760574382	2.693533043
-0.665999073	-0.082037963
-0.768880774	0.988511711
-1.838016881	3.695112428
0.25391651	1.667977408
-3.652076697	1.896427676
-0.583725728	3.251633019
-0.652076697	-2.510462919
-0.638981039	2.050673761
1.573466862	-0.464805336
0.347923303	-3.010462919
0.679378103	2.389319819
0.28128611	2.666711867
-0.015596855	2.209432289
-0.112474729	-1.37816546
-7.491853096	-6.219857736
-1.840415728	2.326200223
-6.129283017	-6.901142776
0.410283969	1.394175809
1.306661338	-0.742598007
-0.184424571	-2.092212286
0.366782331	-0.212537511
-0.394278939	-1.317433703
-0.768308018	2.481764806
-0.33639705	2.082763049
0.287980763	0.926398946
-0.192645078	-1.740178729
-0.311039779	2.151908636
1.584962501	-3.851374939
-4.906890596	-7.512338987
0.057271236	4.62557076
0.07101696	4.689141792
0.008594804	4.554582451
-0.159300161	4.163714345
-0.662965013	-2.727411183
-1.95419631	-2.666758035
-0.833706249	0.727193245
-0.629996254	3.350622037
-0.593486573	3.466668288
-0.717829614	3.446377648
8.321928095	-5.804820237
0.807465427	4.624836439
2.777607579	-2.447697478
0.548788888	1.081749366
0.093199211	3.37428697
0.113121796	2.672447972
-0.779978483	0.994060565
-0.299399688	3.638985867
-1.466249165	5.052164398
0	-4.058893689
-0.99034983	0.080137416
-9.103287808	-5.41414038
-0.88216351	-0.530349093
-1.064130337	-1.067396902
0.315501826	5.465179438
-0.156891678	2.015790231
0.355546545	3.094249917
-0.797541868	2.907199587
5.321928095	-7.304820237
-0.851120514	3.709482029
0.130879802	2.432810967
6.781359714	-6.575104428
0.332038123	4.995868621
-0.159858393	6.212300395
0.181536292	2.22827167
0	-5.64385619
0.748236707	0.987650006
0.622609788	2.996123631
